symbol,name,exchange,market_category,test_issue,financial_status,round_lot_size,etf,nextshares,source_file
IPW,iPower Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IPWR,Ideal Power Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IPX,IperionX Limited - American Depositary Share,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IQ,"iQIYI, Inc. - American Depositary Shares",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
IQQQ,ProShares Nasdaq-100 High Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IQST,iQSTEL Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IRD,"Opus Genetics, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IRDM,Iridium Communications Inc - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
IREG,Leverage Shares 2X Long IREN Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IREN,IREN Limited - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
IRHO,Iron Horse Acquisitions II Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IRHOR,Iron Horse Acquisitions II Corp. - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IRHOU,Iron Horse Acquisitions II Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IRIX,IRIDEX Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IRMD,iRadimed Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IRON,"Disc Medicine, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IROQ,"IF Bancorp, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IRTC,"iRhythm Holdings, Inc.  - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ISBA,Isabella Bank Corporation - Common stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ISHG,iShares 1-3 Year International Treasury Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ISHP,First Trust S-Network E-Commerce ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ISPC,iSpecimen Inc. - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ISPR,Ispire Technology Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
ISRG,"Intuitive Surgical, Inc. - Common Stock",NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ISTB,iShares Core 1-5 Year USD Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ISTR,Investar Holding Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ISUL,GraniteShares 2x Long ISRG Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
ITHA,ITHAX Acquisition Corp III - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ITHAU,ITHAX Acquisition Corp III - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ITHAW,ITHAX Acquisition Corp III - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
ITIC,Investors Title Company - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
ITOC,iTonic Holdings Ltd - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ITRI,"Itron, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
ITRM,Iterum Therapeutics plc - Ordinary Share,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
IUS,Invesco RAFI Strategic US ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IUSB,iShares Core Universal USD Bond ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IUSG,iShares Core S&P U.S. Growth ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IUSV,iShares Core S&P U.S. Value ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IVA,Inventiva S.A. - American Depository Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IVAL,Alpha Architect International Quantitative Value ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IVDA,"Iveda Solutions, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IVDAW,"Iveda Solutions, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IVF,"INVO Fertility, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IVSI,Applied Finance IVS International Large ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IVSS,Applied Finance IVS US SMID ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IVVD,"Invivyd, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
IXHL,Incannex Healthcare Inc. - Common Stock,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
IXUS,iShares Core MSCI Total International Stock ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
IZEA,"IZEA Worldwide, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JACK,Jack In The Box Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JAGX,"Jaguar Health, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JAKK,"JAKKS Pacific, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JANX,"Janux Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
JAPN,Horizon Kinetics Japan Owner Operator ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JBDI,JBDI Holdings Limited - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JBIO,"Jade Biosciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JBLU,JetBlue Airways Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JD,"JD.com, Inc. - American Depositary Shares",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JDOC,JPMorgan Healthcare Leaders ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JF,J and Friends Holdings Limited - American Depositary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
JFB,JFB Construction Holdings - Class A Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JFBR,Jeffs' Brands Ltd - Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
JFBRW,Jeffs' Brands Ltd - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JFIN,Jiayin Group Inc. - American Depositary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
JFU,9F Inc. - American Depositary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
JG,Aurora Mobile Limited - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JGLO,JPMorgan Global Select Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JHAI,Janus Henderson Global Artificial Intelligence ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JIVE,JPMorgan International Value ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JMID,Janus Henderson Mid Cap Growth Alpha ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JOYY,JOYY Inc. - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JPEF,JPMorgan Equity Focus ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JPY,Lazard Japanese Equity ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JSML,Janus Henderson Small Cap Growth Alpha ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JSPRW,"Jasper Therapeutics, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JTAI,Jet.AI Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JTEK,JPMorgan U.S. Tech Leaders ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JYNT,The Joint Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KAT,Scharf ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBAB,KraneShares 2x Long BABA Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBDU,KraneShares 2x Long BIDU Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KBONU,Karbon Capital Partners Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KBONW,Karbon Capital Partners Corp. - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KBSX,FST Corp. - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KBWB,Invesco KBW Bank ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBWD,Invesco KBW High Dividend Yield Financial ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBWP,Invesco KBW Property & Casualty Insurance ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBWR,Invesco KBW Regional Banking ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KBWY,Invesco KBW Premium Yield Equity REIT ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KCHVR,Kochav Defense Acquisition Corp. - Right,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KCHVU,Kochav Defense Acquisition Corp. - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KDKRW,"Kodiak AI, Inc. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KEAT,Keating Active ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KFIIR,K&F Growth Acquisition Corp. II - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KFIIU,K&F Growth Acquisition Corp. II - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KHC,The Kraft Heinz Company - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KIDZ,"Classover Holdings, Inc. - Class B Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
KIDZW,"Classover Holdings, Inc. - Warrants",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KIQQ,KraneShares InspereX Nasdaq Dynamic Buffered High Income Index ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
KITTW,"Nauticus Robotics, Inc. - Warrant",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
KJD,KraneShares 2x Long JD Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KLAC,KLA Corporation  - Common Stock,NASDAQ,Q,N,N,40,N,N,nasdaqlisted.txt
KLAG,Leverage Shares 2x Long KLAC Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KLTO,"Klotho Neurosciences, Inc. - Common Stock",NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
KLTOW,"Klotho Neurosciences, Inc. - Warrants",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KMLI,KraneShares 2x Long MELI Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KOID,KraneShares Global Humanoid and Embodied Intelligence Index ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KOPN,Kopin Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KOSS,Koss Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KOYNU,CSLM Digital Asset Acquisition Corp III - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KPDD,KraneShares 2x Long PDD Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KPLTW,"Katapult Holdings, Inc. - Warrant",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KQQQ,Kurv Technology Titans Select ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KRAQU,KRAKacquisition Corp - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KRKR,36Kr Holdings Inc. - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KRMA,Global X Conscious Companies ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KRNY,Kearny Financial - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KROP,Global X AgTech & Food Innovation ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KTTAW,Pasithea Therapeutics Corp. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KTWOU,K2 Capital Acquisition Corporation - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KVACU,Keen Vision Acquisition Corporation - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KVACW,Keen Vision Acquisition Corporation - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,G,N,D,100,N,N,nasdaqlisted.txt
KWMWW,"K Wave Media, Ltd. - Warrant",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KYIVW,Kyivstar Group Ltd. - Warrant,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
KZIA,Kazia Therapeutics Limited - American Depositary Shares,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
KZR,"Kezar Life Sciences, Inc. - Common Stock",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LACG,Leverage Shares 2X Long LAC Daily ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LAFAR,LaFayette Acquisition Corp. - Rights,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LAFAU,LaFayette Acquisition Corp. - Unit,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LATAU,Galata Acquisition Corp. II - Units,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LATAW,Galata Acquisition Corp. II - Warrant,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,S,N,N,100,N,N,nasdaqlisted.txt
LAYS,STKd 100% NVDA & 100% AMD ETF,NASDAQ,G,N,N,100,Y,N,nasdaqlisted.txt
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,S,N,D,100,N,N,nasdaqlisted.txt
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,G,N,N,100,N,N,nasdaqlisted.txt
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,Q,N,N,100,N,N,nasdaqlisted.txt
